Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
18.7675      -30034.546   -30041.963        7.417   298.8
18.7700      -30034.546   -30041.883        7.337   295.6
18.7725      -30034.544   -30041.652        7.108   286.4
18.7750      -30034.548   -30041.836        7.288   293.7
18.7775      -30034.540   -30041.566        7.026   283.1
18.7800      -30034.540   -30041.525        6.985   281.5
18.7825      -30034.540   -30041.473        6.932   279.3
18.7850      -30034.537   -30041.918        7.380   297.4
18.7875      -30034.539   -30041.906        7.367   296.8
18.7900      -30034.537   -30041.668        7.131   287.3
18.7925      -30034.534   -30041.543        7.009   282.4
18.7950      -30034.534   -30041.803        7.268   292.9
18.7975      -30034.533   -30041.697        7.165   288.7
18.8000      -30034.530   -30041.301        6.771   272.8
18.8025      -30034.528   -30041.320        6.792   273.7
18.8050      -30034.522   -30041.402        6.880   277.2
18.8075      -30034.525   -30041.855        7.331   295.4
18.8100      -30034.521   -30041.602        7.081   285.3
18.8125      -30034.521   -30041.939        7.418   298.9
18.8150      -30034.523   -30042.482        7.959   320.7
18.8175      -30034.527   -30042.508        7.981   321.6
18.8200      -30034.529   -30042.266        7.736   311.7
18.8225      -30034.525   -30041.615        7.090   285.7
18.8250      -30034.529   -30042.100        7.571   305.1
18.8275      -30034.530   -30041.652        7.122   287.0
18.8300      -30034.532   -30041.893        7.361   296.6
18.8325      -30034.525   -30041.693        7.168   288.8
18.8350      -30034.528   -30042.332        7.804   314.4
18.8375      -30034.530   -30042.422        7.892   318.0
18.8400      -30034.532   -30042.008        7.476   301.2
18.8425      -30034.533   -30041.938        7.405   298.4
18.8450      -30034.528   -30041.594        7.066   284.7
18.8475      -30034.531   -30042.002        7.471   301.0
18.8500      -30034.530   -30042.020        7.489   301.8
18.8525      -30034.532   -30042.203        7.671   309.1
18.8550      -30034.533   -30042.246        7.713   310.8
18.8575      -30034.533   -30042.193        7.661   308.7
18.8600      -30034.538   -30042.510        7.972   321.2
18.8625      -30034.535   -30042.066        7.532   303.5
18.8650      -30034.541   -30042.482        7.941   320.0
18.8675      -30034.540   -30042.344        7.804   314.4
18.8700      -30034.545   -30042.695        8.150   328.4
18.8725      -30034.549   -30042.574        8.025   323.4
18.8750      -30034.551   -30042.453        7.902   318.4
18.8775      -30034.555   -30042.602        8.047   324.2
18.8800      -30034.555   -30041.834        7.279   293.3
18.8825      -30034.558   -30042.203        7.645   308.1
18.8850      -30034.555   -30041.639        7.084   285.4
18.8875      -30034.560   -30042.332        7.772   313.2
18.8900      -30034.553   -30041.758        7.205   290.3
18.8925      -30034.557   -30041.965        7.408   298.5
18.8950      -30034.555   -30041.947        7.392   297.8
18.8975      -30034.556   -30041.934        7.377   297.2
18.9000      -30034.556   -30041.967        7.411   298.6
18.9025      -30034.552   -30041.938        7.385   297.6
18.9050      -30034.557   -30042.389        7.832   315.6
18.9075      -30034.557   -30042.373        7.817   315.0
18.9100      -30034.563   -30042.447        7.884   317.7
18.9125      -30034.564   -30042.426        7.861   316.8
18.9150      -30034.564   -30042.275        7.712   310.7
18.9175      -30034.566   -30042.006        7.440   299.8
18.9200      -30034.564   -30041.920        7.356   296.4
18.9225      -30034.565   -30041.951        7.386   297.6
18.9250      -30034.566   -30042.354        7.788   313.8
18.9275      -30034.570   -30042.057        7.487   301.7
18.9300      -30034.571   -30042.285        7.714   310.8
18.9325      -30034.568   -30042.002        7.434   299.6
18.9350      -30034.570   -30042.291        7.721   311.1
18.9375      -30034.569   -30042.066        7.497   302.1
18.9400      -30034.572   -30041.979        7.406   298.4
18.9425      -30034.573   -30042.207        7.634   307.6
18.9450      -30034.572   -30042.029        7.457   300.5
18.9475      -30034.573   -30042.000        7.427   299.2
18.9500      -30034.567   -30041.258        6.690   269.6
18.9525      -30034.570   -30041.639        7.068   284.8
18.9550      -30034.566   -30041.643        7.077   285.1
18.9575      -30034.564   -30041.500        6.936   279.5
18.9600      -30034.562   -30041.385        6.823   274.9
18.9625      -30034.555   -30041.328        6.773   272.9
18.9650      -30034.557   -30041.877        7.320   295.0
18.9675      -30034.553   -30041.338        6.785   273.4
18.9700      -30034.552   -30041.463        6.911   278.5
18.9725      -30034.549   -30041.520        6.971   280.9
18.9750      -30034.549   -30041.861        7.312   294.6
18.9775      -30034.545   -30041.949        7.405   298.4
18.9800      -30034.545   -30041.637        7.091   285.7
18.9825      -30034.546   -30042.043        7.497   302.1
18.9850      -30034.546   -30041.797        7.251   292.2
18.9875      -30034.547   -30042.039        7.492   301.9
18.9900      -30034.543   -30041.680        7.137   287.6
18.9925      -30034.547   -30041.914        7.367   296.9
18.9950      -30034.545   -30041.848        7.303   294.3
18.9975      -30034.547   -30041.906        7.359   296.5
19.0000      -30034.545   -30042.248        7.703   310.4
19.0025      -30034.546   -30041.840        7.294   293.9
19.0050      -30034.546   -30042.160        7.614   306.8
19.0075      -30034.542   -30041.654        7.112   286.6
19.0100      -30034.547   -30042.123        7.576   305.3
19.0125      -30034.541   -30041.463        6.922   278.9
19.0150      -30034.542   -30041.730        7.188   289.6
19.0175      -30034.541   -30041.996        7.455   300.4
19.0200      -30034.546   -30042.359        7.813   314.8
19.0225      -30034.545   -30042.152        7.608   306.5
19.0250      -30034.544   -30041.967        7.423   299.1
19.0275      -30034.548   -30042.406        7.858   316.6
19.0300      -30034.552   -30042.297        7.745   312.1
19.0325      -30034.552   -30042.004        7.452   300.3
19.0350      -30034.549   -30041.953        7.404   298.3
19.0375      -30034.552   -30042.586        8.034   323.7
19.0400      -30034.557   -30042.781        8.224   331.4
19.0425      -30034.559   -30042.262        7.703   310.4
19.0450      -30034.560   -30042.543        7.983   321.6
19.0475      -30034.563   -30042.830        8.267   333.1
19.0500      -30034.572   -30043.020        8.447   340.4
19.0525      -30034.571   -30042.225        7.653   308.4
19.0550      -30034.579   -30042.564        7.985   321.7
19.0575      -30034.581   -30042.844        8.263   332.9
19.0600      -30034.585   -30042.547        7.962   320.8
19.0625      -30034.589   -30042.191        7.603   306.3
19.0650      -30034.585   -30042.002        7.417   298.9
19.0675      -30034.592   -30042.600        8.007   322.6
19.0700      -30034.590   -30042.020        7.430   299.4
19.0725      -30034.594   -30042.080        7.486   301.6
19.0750      -30034.589   -30041.914        7.325   295.1
19.0775      -30034.592   -30042.479        7.887   317.8
19.0800      -30034.594   -30042.182        7.588   305.7
19.0825      -30034.595   -30042.020        7.425   299.2
19.0850      -30034.595   -30042.289        7.694   310.0
19.0875      -30034.597   -30042.363        7.766   312.9
19.0900      -30034.599   -30042.178        7.579   305.4
19.0925      -30034.595   -30041.951        7.356   296.4
19.0950      -30034.600   -30042.059        7.459   300.6
19.0975      -30034.602   -30042.395        7.793   314.0
19.1000      -30034.603   -30042.082        7.479   301.4
19.1025      -30034.602   -30042.199        7.597   306.1
19.1050      -30034.603   -30042.324        7.722   311.1
19.1075      -30034.606   -30042.580        7.974   321.3
19.1100      -30034.609   -30042.273        7.665   308.8
19.1125      -30034.611   -30042.539        7.928   319.5
19.1150      -30034.612   -30042.766        8.154   328.5
19.1175      -30034.621   -30043.111        8.491   342.1
19.1200      -30034.621   -30042.355        7.734   311.6
19.1225      -30034.626   -30042.598        7.972   321.2
19.1250      -30034.627   -30042.344        7.717   310.9
19.1275      -30034.632   -30042.748        8.116   327.0
19.1300      -30034.632   -30042.150        7.519   303.0
19.1325      -30034.637   -30042.727        8.090   326.0
19.1350      -30034.636   -30042.625        7.989   321.9
19.1375      -30034.645   -30042.771        8.127   327.5
19.1400      -30034.645   -30042.281        7.637   307.7
19.1425      -30034.648   -30042.193        7.545   304.0
19.1450      -30034.649   -30042.492        7.843   316.0
19.1475      -30034.653   -30042.539        7.886   317.8
19.1500      -30034.654   -30042.455        7.801   314.3
19.1525      -30034.659   -30042.656        7.997   322.2
19.1550      -30034.660   -30042.609        7.949   320.3
19.1575      -30034.663   -30042.635        7.972   321.2
19.1600      -30034.665   -30042.211        7.546   304.0
19.1625      -30034.666   -30042.463        7.796   314.1
19.1650      -30034.668   -30042.492        7.824   315.2
19.1675      -30034.669   -30042.564        7.896   318.2
19.1700      -30034.672   -30042.301        7.628   307.4
19.1725      -30034.674   -30042.285        7.611   306.7
19.1750      -30034.678   -30042.625        7.947   320.2
19.1775      -30034.679   -30042.348        7.668   309.0
19.1800      -30034.677   -30042.430        7.753   312.4
19.1825      -30034.680   -30042.426        7.745   312.1
19.1850      -30034.683   -30042.828        8.146   328.2
19.1875      -30034.686   -30042.439        7.754   312.4
19.1900      -30034.689   -30042.588        7.899   318.3
19.1925      -30034.687   -30042.059        7.372   297.0
19.1950      -30034.690   -30042.697        8.007   322.6
19.1975      -30034.688   -30041.967        7.278   293.3
19.2000      -30034.697   -30042.875        8.178   329.5
19.2025      -30034.695   -30042.438        7.743   312.0
19.2050      -30034.704   -30043.359        8.655   348.7
19.2075      -30034.705   -30042.660        7.956   320.6
19.2100      -30034.709   -30042.842        8.133   327.7
19.2125      -30034.709   -30042.508        7.799   314.2
19.2150      -30034.713   -30042.680        7.967   321.0
19.2175      -30034.717   -30042.590        7.873   317.2
19.2200      -30034.716   -30042.367        7.651   308.3
19.2225      -30034.720   -30042.578        7.858   316.6
19.2250      -30034.721   -30042.445        7.724   311.2
19.2275      -30034.723   -30042.607        7.885   317.7
19.2300      -30034.726   -30042.604        7.877   317.4
19.2325      -30034.728   -30042.418        7.690   309.8
19.2350      -30034.732   -30042.818        8.086   325.8
19.2375      -30034.731   -30042.578        7.848   316.2
19.2400      -30034.739   -30042.848        8.108   326.7
19.2425      -30034.738   -30042.414        7.676   309.3
19.2450      -30034.739   -30042.625        7.886   317.7
19.2475      -30034.742   -30042.340        7.598   306.1
19.2500      -30034.745   -30042.500        7.755   312.5
19.2525      -30034.743   -30042.352        7.608   306.6
19.2550      -30034.748   -30042.527        7.779   313.4
19.2575      -30034.747   -30042.525        7.778   313.4
19.2600      -30034.748   -30042.330        7.582   305.5
19.2625      -30034.747   -30042.402        7.655   308.4
19.2650      -30034.751   -30042.365        7.614   306.8
19.2675      -30034.753   -30042.623        7.870   317.1
19.2700      -30034.751   -30042.297        7.545   304.0
19.2725      -30034.755   -30042.723        7.967   321.0
19.2750      -30034.759   -30042.668        7.909   318.7
19.2775      -30034.759   -30042.688        7.928   319.4
19.2800      -30034.764   -30042.375        7.611   306.7
19.2825      -30034.763   -30042.459        7.696   310.1
19.2850      -30034.766   -30042.715        7.949   320.3
19.2875      -30034.765   -30042.438        7.673   309.2
19.2900      -30034.772   -30042.734        7.963   320.8
19.2925      -30034.769   -30042.652        7.884   317.7
19.2950      -30034.777   -30043.131        8.353   336.6
19.2975      -30034.778   -30042.541        7.763   312.8
19.3000      -30034.782   -30042.416        7.634   307.6
19.3025      -30034.784   -30042.434        7.650   308.2
19.3050      -30034.783   -30042.395        7.612   306.7
19.3075      -30034.786   -30042.703        7.917   319.0
19.3100      -30034.789   -30042.355        7.566   304.9
19.3125      -30034.789   -30042.920        8.131   327.6
19.3150      -30034.793   -30042.498        7.705   310.5
19.3175      -30034.796   -30043.062        8.266   333.1
19.3200      -30034.797   -30042.529        7.732   311.6
19.3225      -30034.801   -30042.725        7.923   319.3
19.3250      -30034.800   -30042.520        7.720   311.1
19.3275      -30034.808   -30042.629        7.821   315.1
19.3300      -30034.808   -30042.568        7.760   312.7
19.3325      -30034.809   -30042.285        7.476   301.2
19.3350      -30034.810   -30042.320        7.510   302.6
19.3375      -30034.809   -30042.006        7.197   290.0
19.3400      -30034.808   -30042.066        7.258   292.5
19.3425      -30034.805   -30041.627        6.822   274.9
19.3450      -30034.805   -30042.156        7.352   296.2
19.3475      -30034.801   -30041.979        7.178   289.2
19.3500      -30034.807   -30042.488        7.681   309.5
19.3525      -30034.804   -30042.078        7.274   293.1
19.3550      -30034.807   -30042.486        7.680   309.4
19.3575      -30034.806   -30042.477        7.670   309.1
19.3600      -30034.808   -30042.412        7.604   306.4
19.3625      -30034.810   -30042.285        7.475   301.2
19.3650      -30034.808   -30042.217        7.409   298.5
19.3675      -30034.811   -30042.494        7.683   309.6
19.3700      -30034.811   -30042.359        7.548   304.2
19.3725      -30034.816   -30042.613        7.797   314.2
19.3750      -30034.818   -30042.605        7.788   313.8
19.3775      -30034.820   -30042.764        7.944   320.1
19.3800      -30034.821   -30042.535        7.714   310.8
19.3825      -30034.821   -30042.277        7.456   300.4
19.3850      -30034.822   -30042.363        7.541   303.9
19.3875      -30034.822   -30042.156        7.334   295.5
19.3900      -30034.826   -30042.385        7.559   304.6
19.3925      -30034.823   -30042.244        7.421   299.0
19.3950      -30034.824   -30042.627        7.803   314.4
19.3975      -30034.830   -30042.639        7.808   314.6
19.4000      -30034.830   -30042.344        7.513   302.7
19.4025      -30034.831   -30042.410        7.579   305.4
19.4050      -30034.827   -30042.158        7.331   295.4
19.4075      -30034.829   -30042.455        7.626   307.3
19.4100      -30034.829   -30041.994        7.165   288.7
19.4125      -30034.830   -30042.182        7.351   296.2
19.4150      -30034.829   -30042.223        7.393   297.9
19.4175      -30034.830   -30042.402        7.573   305.1
19.4200      -30034.831   -30042.242        7.411   298.6
19.4225      -30034.828   -30042.320        7.493   301.9
19.4250      -30034.830   -30042.361        7.532   303.5
19.4275      -30034.830   -30042.566        7.736   311.7
19.4300      -30034.833   -30042.332        7.499   302.2
19.4325      -30034.832   -30042.238        7.406   298.4
19.4350      -30034.833   -30042.227        7.394   297.9
19.4375      -30034.831   -30042.238        7.407   298.5
19.4400      -30034.833   -30042.168        7.335   295.6
19.4425      -30034.832   -30041.891        7.059   284.4
19.4450      -30034.830   -30042.182        7.352   296.2
19.4475      -30034.828   -30042.191        7.363   296.7
19.4500      -30034.829   -30042.322        7.494   301.9
19.4525      -30034.828   -30042.301        7.472   301.1
19.4550      -30034.835   -30042.607        7.772   313.2
19.4575      -30034.833   -30042.627        7.794   314.0
19.4600      -30034.837   -30042.381        7.544   304.0
19.4625      -30034.839   -30042.225        7.385   297.6
19.4650      -30034.838   -30042.064        7.226   291.2
19.4675      -30034.837   -30042.041        7.204   290.3
19.4700      -30034.837   -30041.994        7.157   288.4
19.4725      -30034.834   -30041.828        6.995   281.8
19.4750      -30034.835   -30042.121        7.286   293.6
19.4775      -30034.834   -30042.158        7.325   295.1
19.4800      -30034.835   -30042.508        7.673   309.2
19.4825      -30034.841   -30042.697        7.857   316.6
19.4850      -30034.840   -30042.512        7.671   309.1
19.4875      -30034.845   -30042.881        8.036   323.8
19.4900      -30034.843   -30042.234        7.391   297.8
19.4925      -30034.851   -30042.523        7.673   309.2
19.4950      -30034.845   -30041.594        6.749   271.9
19.4975      -30034.847   -30042.357        7.511   302.6
19.5000      -30034.840   -30041.750        6.910   278.4
19.5025      -30034.843   -30042.160        7.317   294.8
19.5050      -30034.838   -30042.062        7.225   291.1
19.5075      -30034.843   -30042.594        7.750   312.3
19.5100      -30034.842   -30042.391        7.548   304.1
19.5125      -30034.844   -30042.250        7.406   298.4
19.5150      -30034.846   -30042.273        7.427   299.3
19.5175      -30034.845   -30042.490        7.645   308.1
19.5200      -30034.845   -30042.160        7.316   294.8
19.5225      -30034.847   -30042.117        7.270   292.9
19.5250      -30034.844   -30042.080        7.236   291.6
19.5275      -30034.844   -30042.320        7.476   301.2
19.5300      -30034.846   -30042.152        7.306   294.4
19.5325      -30034.844   -30042.045        7.201   290.2
19.5350      -30034.842   -30042.367        7.525   303.2
19.5375      -30034.842   -30042.197        7.355   296.4
19.5400      -30034.844   -30042.314        7.471   301.0
19.5425      -30034.842   -30042.051        7.209   290.5
19.5450      -30034.845   -30042.506        7.661   308.7
19.5475      -30034.844   -30042.100        7.256   292.4
19.5500      -30034.845   -30042.129        7.284   293.5
19.5525      -30034.843   -30041.963        7.120   286.9
19.5550      -30034.844   -30042.459        7.615   306.8
19.5575      -30034.843   -30042.355        7.513   302.7
19.5600      -30034.845   -30042.352        7.507   302.5
19.5625      -30034.844   -30042.363        7.519   303.0
19.5650      -30034.849   -30042.816        7.967   321.0
19.5675      -30034.852   -30042.850        7.998   322.3
19.5700      -30034.852   -30042.449        7.597   306.1
19.5725      -30034.854   -30042.197        7.343   295.9
19.5750      -30034.849   -30042.098        7.248   292.1
19.5775      -30034.854   -30042.504        7.650   308.2
19.5800      -30034.851   -30041.852        7.000   282.1
19.5825      -30034.855   -30042.408        7.553   304.3
19.5850      -30034.849   -30042.229        7.379   297.3
19.5875      -30034.857   -30042.945        8.088   325.9
19.5900      -30034.855   -30042.346        7.491   301.8
19.5925      -30034.856   -30042.422        7.566   304.9
19.5950      -30034.856   -30042.547        7.691   309.9
19.5975      -30034.860   -30042.426        7.566   304.8
19.6000      -30034.862   -30042.258        7.396   298.0
19.6025      -30034.856   -30041.451        6.595   265.7
19.6050      -30034.858   -30042.256        7.398   298.1
19.6075      -30034.853   -30041.998        7.145   287.9
19.6100      -30034.856   -30042.195        7.339   295.7
19.6125      -30034.850   -30041.980        7.130   287.3
19.6150      -30034.853   -30042.658        7.805   314.5
19.6175      -30034.859   -30043.178        8.319   335.2
19.6200      -30034.859   -30042.543        7.684   309.6
19.6225      -30034.863   -30042.525        7.662   308.7
19.6250      -30034.864   -30042.242        7.378   297.3
19.6275      -30034.867   -30042.662        7.795   314.1
19.6300      -30034.866   -30041.969        7.102   286.2
19.6325      -30034.863   -30041.564        6.701   270.0
19.6350      -30034.862   -30042.186        7.324   295.1
19.6375      -30034.861   -30042.412        7.551   304.3
19.6400      -30034.862   -30042.432        7.569   305.0
19.6425      -30034.861   -30041.844        6.983   281.4
19.6450      -30034.863   -30042.395        7.532   303.5
19.6475      -30034.863   -30042.314        7.452   300.3
19.6500      -30034.861   -30041.902        7.041   283.7
19.6525      -30034.858   -30041.602        6.743   271.7
19.6550      -30034.857   -30041.877        7.020   282.9
19.6575      -30034.853   -30042.367        7.514   302.8
19.6600      -30034.854   -30041.932        7.077   285.2
19.6625      -30034.854   -30042.145        7.291   293.8
19.6650      -30034.854   -30042.287        7.433   299.5
19.6675      -30034.854   -30042.568        7.714   310.8
19.6700      -30034.854   -30041.922        7.068   284.8
19.6725      -30034.853   -30041.936        7.082   285.4
19.6750      -30034.850   -30042.037        7.187   289.6
19.6775      -30034.850   -30042.438        7.588   305.7
19.6800      -30034.851   -30042.180        7.329   295.3
19.6825      -30034.850   -30041.914        7.064   284.6
19.6850      -30034.848   -30042.199        7.351   296.2
19.6875      -30034.848   -30042.189        7.341   295.8
19.6900      -30034.849   -30042.484        7.636   307.7
19.6925      -30034.847   -30042.172        7.325   295.1
19.6950      -30034.851   -30042.973        8.122   327.2
19.6975      -30034.852   -30042.631        7.779   313.4
19.7000      -30034.860   -30043.014        8.154   328.5
19.7025      -30034.858   -30042.139        7.281   293.4
19.7050      -30034.865   -30042.988        8.123   327.3
19.7075      -30034.859   -30042.379        7.520   303.0
19.7100      -30034.867   -30042.660        7.793   314.0
19.7125      -30034.866   -30042.289        7.423   299.1
19.7150      -30034.868   -30042.734        7.866   316.9
19.7175      -30034.868   -30042.285        7.417   298.9
19.7200      -30034.867   -30042.023        7.156   288.3
19.7225      -30034.866   -30041.877        7.011   282.5
19.7250      -30034.868   -30042.475        7.607   306.5
19.7275      -30034.865   -30042.143        7.277   293.2
19.7300      -30034.865   -30042.307        7.441   299.8
19.7325      -30034.866   -30042.027        7.161   288.5
19.7350      -30034.869   -30042.578        7.709   310.6
19.7375      -30034.868   -30042.154        7.286   293.6
19.7400      -30034.869   -30042.260        7.390   297.8
19.7425      -30034.868   -30042.158        7.291   293.8
19.7450      -30034.868   -30042.227        7.359   296.5
19.7475      -30034.871   -30042.262        7.390   297.8
19.7500      -30034.867   -30042.129        7.262   292.6
19.7525      -30034.870   -30042.221        7.350   296.2
19.7550      -30034.869   -30041.961        7.092   285.8
19.7575      -30034.868   -30041.861        6.994   281.8
19.7600      -30034.867   -30042.033        7.166   288.8
19.7625      -30034.868   -30041.832        6.964   280.6
19.7650      -30034.863   -30042.041        7.178   289.2
19.7675      -30034.865   -30041.885        7.020   282.9
19.7700      -30034.864   -30042.385        7.521   303.0
19.7725      -30034.863   -30042.092        7.229   291.3
19.7750      -30034.863   -30042.115        7.253   292.2
19.7775      -30034.862   -30041.992        7.130   287.3
19.7800      -30034.862   -30041.824        6.962   280.5
19.7825      -30034.861   -30042.021        7.161   288.5
19.7850      -30034.856   -30041.594        6.738   271.5
19.7875      -30034.857   -30042.334        7.477   301.3
19.7900      -30034.852   -30041.775        6.924   279.0
19.7925      -30034.852   -30042.277        7.426   299.2
19.7950      -30034.850   -30042.006        7.156   288.3
19.7975      -30034.854   -30042.570        7.717   310.9
19.8000      -30034.853   -30042.371        7.518   302.9
19.8025      -30034.854   -30042.387        7.533   303.5
19.8050      -30034.858   -30042.578        7.720   311.1
19.8075      -30034.859   -30042.395        7.536   303.6
19.8100      -30034.858   -30042.398        7.540   303.8
19.8125      -30034.859   -30042.137        7.278   293.2
19.8150      -30034.859   -30042.287        7.428   299.3
19.8175      -30034.858   -30042.430        7.572   305.1
19.8200      -30034.862   -30042.504        7.642   307.9
19.8225      -30034.863   -30042.697        7.835   315.7
19.8250      -30034.862   -30042.338        7.476   301.2
19.8275      -30034.865   -30042.252        7.387   297.7
19.8300      -30034.862   -30041.963        7.100   286.1
19.8325      -30034.866   -30042.014        7.147   288.0
19.8350      -30034.860   -30041.736        6.876   277.1
19.8375      -30034.857   -30041.713        6.856   276.3
19.8400      -30034.858   -30042.191        7.334   295.5
19.8425      -30034.853   -30042.156        7.303   294.3
19.8450      -30034.857   -30042.494        7.637   307.7
19.8475      -30034.855   -30042.367        7.512   302.7
19.8500      -30034.857   -30042.672        7.815   314.9
19.8525      -30034.859   -30042.355        7.496   302.0
19.8550      -30034.860   -30042.449        7.589   305.8
19.8575      -30034.860   -30042.252        7.391   297.8
19.8600      -30034.862   -30042.365        7.504   302.4
19.8625      -30034.859   -30042.299        7.439   299.8
19.8650      -30034.864   -30042.504        7.640   307.8
19.8675      -30034.860   -30042.332        7.472   301.1
19.8700      -30034.864   -30042.449        7.585   305.6
19.8725      -30034.863   -30042.209        7.346   296.0
19.8750      -30034.867   -30042.529        7.663   308.8
19.8775      -30034.866   -30042.447        7.581   305.5
19.8800      -30034.869   -30042.689        7.820   315.1
19.8825      -30034.869   -30042.637        7.767   313.0
19.8850      -30034.872   -30042.605        7.733   311.6
19.8875      -30034.874   -30042.793        7.919   319.1
19.8900      -30034.874   -30042.443        7.569   305.0
19.8925      -30034.879   -30042.760        7.881   317.6
19.8950      -30034.875   -30042.184        7.308   294.5
19.8975      -30034.881   -30042.824        7.943   320.1
19.9000      -30034.879   -30042.354        7.475   301.2
19.9025      -30034.885   -30042.707        7.822   315.2
19.9050      -30034.879   -30042.068        7.189   289.7
19.9075      -30034.886   -30042.473        7.587   305.7
19.9100      -30034.880   -30042.361        7.481   301.4
19.9125      -30034.885   -30042.568        7.684   309.6
19.9150      -30034.884   -30042.271        7.387   297.7
19.9175      -30034.890   -30042.227        7.337   295.6
19.9200      -30034.885   -30041.979        7.093   285.8
19.9225      -30034.883   -30041.914        7.031   283.3
19.9250      -30034.880   -30041.812        6.932   279.3
19.9275      -30034.882   -30042.021        7.140   287.7
19.9300      -30034.880   -30042.475        7.594   306.0
19.9325      -30034.881   -30042.582        7.701   310.3
19.9350      -30034.881   -30042.443        7.562   304.7
19.9375      -30034.883   -30042.102        7.219   290.9
19.9400      -30034.880   -30041.920        7.040   283.7
19.9425      -30034.878   -30041.859        6.982   281.3
19.9450      -30034.878   -30041.859        6.982   281.3
19.9475      -30034.873   -30041.836        6.963   280.6
19.9500      -30034.871   -30041.963        7.092   285.8
19.9525      -30034.869   -30042.137        7.268   292.8
19.9550      -30034.870   -30042.219        7.349   296.1
19.9575      -30034.872   -30042.305        7.432   299.5
19.9600      -30034.871   -30042.504        7.633   307.5
19.9625      -30034.874   -30042.457        7.583   305.6
19.9650      -30034.872   -30042.607        7.736   311.7
19.9675      -30034.874   -30042.297        7.423   299.1
19.9700      -30034.875   -30042.645        7.769   313.0
19.9725      -30034.876   -30042.246        7.370   297.0
19.9750      -30034.876   -30042.361        7.486   301.6
19.9775      -30034.873   -30041.941        7.068   284.8
19.9800      -30034.875   -30042.375        7.500   302.2
19.9825      -30034.872   -30042.096        7.224   291.1
19.9850      -30034.874   -30042.277        7.403   298.3
19.9875      -30034.872   -30042.207        7.335   295.5
19.9900      -30034.873   -30042.467        7.594   306.0
19.9925      -30034.873   -30042.506        7.633   307.6
19.9950      -30034.876   -30042.617        7.742   311.9
19.9975      -30034.877   -30042.867        7.990   321.9
20.0000      -30034.879   -30042.660        7.781   313.5
20.0025      -30034.881   -30042.689        7.808   314.6
20.0050      -30034.882   -30042.152        7.271   293.0
20.0075      -30034.881   -30042.240        7.359   296.5
20.0100      -30034.879   -30041.963        7.083   285.4
20.0125      -30034.881   -30042.131        7.250   292.1
20.0150      -30034.874   -30042.234        7.361   296.6
20.0175      -30034.877   -30042.508        7.631   307.5
20.0200      -30034.882   -30042.664        7.782   313.6
20.0225      -30034.882   -30042.369        7.487   301.7
20.0250      -30034.883   -30042.416        7.533   303.5
20.0275      -30034.881   -30042.035        7.154   288.3
20.0300      -30034.881   -30042.416        7.535   303.6
20.0325      -30034.882   -30042.363        7.481   301.5
20.0350      -30034.886   -30042.691        7.805   314.5
20.0375      -30034.882   -30042.324        7.442   299.9
20.0400      -30034.885   -30042.641        7.756   312.5
20.0425      -30034.888   -30042.684        7.796   314.1
20.0450      -30034.892   -30042.475        7.583   305.5
20.0475      -30034.890   -30042.270        7.379   297.3
20.0500      -30034.890   -30042.273        7.384   297.5
20.0525      -30034.893   -30042.477        7.584   305.6
20.0550      -30034.893   -30042.221        7.327   295.3
20.0575      -30034.894   -30041.908        7.015   282.6
20.0600      -30034.892   -30042.264        7.372   297.0
20.0625      -30034.891   -30042.316        7.426   299.2
20.0650      -30034.892   -30042.180        7.288   293.7
20.0675      -30034.892   -30042.238        7.346   296.0
20.0700      -30034.891   -30042.523        7.633   307.5
20.0725      -30034.896   -30042.918        8.022   323.2
20.0750      -30034.894   -30042.340        7.446   300.0
20.0775      -30034.897   -30042.338        7.441   299.8
20.0800      -30034.897   -30042.496        7.599   306.2
20.0825      -30034.900   -30042.703        7.803   314.4
20.0850      -30034.900   -30042.447        7.547   304.1
20.0875      -30034.903   -30042.533        7.631   307.5
20.0900      -30034.904   -30042.828        7.924   319.3
20.0925      -30034.905   -30042.770        7.864   316.9
20.0950      -30034.907   -30042.186        7.279   293.3
20.0975      -30034.905   -30042.029        7.124   287.1
20.1000      -30034.909   -30042.506        7.597   306.1
20.1025      -30034.909   -30042.529        7.621   307.1
20.1050      -30034.908   -30042.281        7.373   297.1
20.1075      -30034.904   -30042.359        7.456   300.4
20.1100      -30034.909   -30042.652        7.744   312.0
20.1125      -30034.911   -30042.809        7.898   318.2
20.1150      -30034.912   -30042.320        7.408   298.5
20.1175      -30034.912   -30042.422        7.509   302.6
20.1200      -30034.911   -30042.264        7.353   296.3
20.1225      -30034.915   -30042.887        7.972   321.2
20.1250      -30034.916   -30042.217        7.301   294.2
20.1275      -30034.921   -30042.850        7.929   319.5
20.1300      -30034.916   -30042.660        7.744   312.0
20.1325      -30034.924   -30043.354        8.429   339.6
20.1350      -30034.926   -30042.941        8.015   323.0
20.1375      -30034.930   -30042.676        7.746   312.1
20.1400      -30034.931   -30042.658        7.727   311.4
20.1425      -30034.932   -30042.332        7.400   298.2
20.1450      -30034.934   -30042.457        7.523   303.1
20.1475      -30034.930   -30041.828        6.898   278.0
20.1500      -30034.933   -30042.348        7.415   298.8
20.1525      -30034.929   -30042.090        7.160   288.5
20.1550      -30034.932   -30042.410        7.478   301.3
20.1575      -30034.928   -30042.090        7.162   288.6
20.1600      -30034.928   -30042.160        7.232   291.4
