Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -29998.729   -30005.811        7.081   285.3
0.0025       -29998.845   -30024.307       25.462  1025.9
0.0050       -29998.881   -30015.107       16.226   653.8
0.0075       -29999.019   -30030.660       31.641  1274.9
0.0100       -29999.012   -30019.225       20.213   814.4
0.0125       -29999.151   -30025.020       25.869  1042.3
0.0150       -29999.211   -30021.012       21.801   878.4
0.0175       -29999.342   -30027.805       28.463  1146.9
0.0200       -29999.421   -30024.857       25.436  1024.9
0.0225       -29999.529   -30023.564       24.036   968.5
0.0250       -29999.610   -30020.436       20.826   839.1
0.0275       -29999.684   -30020.936       21.251   856.3
0.0300       -29999.750   -30021.727       21.976   885.5
0.0325       -29999.884   -30024.572       24.688   994.8
0.0350       -29999.930   -30023.043       23.113   931.3
0.0375       -29999.993   -30022.154       22.161   892.9
0.0400       -30000.052   -30020.234       20.182   813.2
0.0425       -30000.137   -30021.949       21.812   878.9
0.0450       -30000.187   -30020.049       19.862   800.3
0.0475       -30000.293   -30023.852       23.559   949.3
0.0500       -30000.351   -30021.125       20.774   837.1
0.0525       -30000.429   -30022.705       22.276   897.6
0.0550       -30000.507   -30022.148       21.641   872.0
0.0575       -30000.584   -30024.693       24.110   971.5
0.0600       -30000.652   -30022.893       22.241   896.2
0.0625       -30000.731   -30023.510       22.779   917.8
0.0650       -30000.835   -30025.260       24.425   984.2
0.0675       -30000.910   -30025.398       24.488   986.7
0.0700       -30000.969   -30023.188       22.218   895.3
0.0725       -30001.049   -30023.652       22.603   910.8
0.0750       -30001.136   -30023.254       22.118   891.2
0.0775       -30001.216   -30024.990       23.774   958.0
0.0800       -30001.279   -30022.570       21.292   857.9
0.0825       -30001.350   -30022.301       20.951   844.2
0.0850       -30001.435   -30023.154       21.720   875.2
0.0875       -30001.512   -30023.838       22.326   899.6
0.0900       -30001.599   -30024.684       23.085   930.2
0.0925       -30001.651   -30023.340       21.688   873.9
0.0950       -30001.717   -30022.514       20.796   838.0
0.0975       -30001.805   -30024.912       23.107   931.1
0.1000       -30001.883   -30024.797       22.914   923.3
0.1025       -30001.959   -30024.137       22.178   893.6
0.1050       -30002.023   -30023.994       21.971   885.3
0.1075       -30002.103   -30024.969       22.866   921.4
0.1100       -30002.166   -30024.051       21.885   881.8
0.1125       -30002.247   -30022.688       20.441   823.6
0.1150       -30002.324   -30024.139       21.815   879.0
0.1175       -30002.378   -30022.188       19.810   798.2
0.1200       -30002.433   -30023.559       21.125   851.2
0.1225       -30002.515   -30022.488       19.973   804.8
0.1250       -30002.605   -30025.633       23.028   927.9
0.1275       -30002.636   -30021.666       19.030   766.8
0.1300       -30002.734   -30026.305       23.571   949.8
0.1325       -30002.786   -30023.031       20.245   815.8
0.1350       -30002.892   -30026.416       23.524   947.9
0.1375       -30002.948   -30024.008       21.059   848.6
0.1400       -30003.038   -30026.766       23.727   956.1
0.1425       -30003.093   -30024.084       20.991   845.8
0.1450       -30003.168   -30024.803       21.635   871.7
0.1475       -30003.246   -30025.979       22.732   916.0
0.1500       -30003.335   -30027.195       23.861   961.4
0.1525       -30003.401   -30025.273       21.873   881.3
0.1550       -30003.470   -30024.449       20.979   845.3
0.1575       -30003.538   -30024.738       21.201   854.2
0.1600       -30003.619   -30025.734       22.116   891.1
0.1625       -30003.690   -30024.443       20.753   836.2
0.1650       -30003.761   -30024.100       20.339   819.5
0.1675       -30003.811   -30022.895       19.083   768.9
0.1700       -30003.903   -30025.910       22.007   886.7
0.1725       -30003.961   -30023.768       19.807   798.1
0.1750       -30004.036   -30024.877       20.841   839.7
0.1775       -30004.106   -30024.211       20.105   810.1
0.1800       -30004.173   -30025.916       21.743   876.1
0.1825       -30004.236   -30024.943       20.708   834.4
0.1850       -30004.306   -30025.420       21.114   850.7
0.1875       -30004.385   -30023.951       19.566   788.4
0.1900       -30004.448   -30025.637       21.189   853.8
0.1925       -30004.523   -30025.316       20.794   837.9
0.1950       -30004.602   -30025.914       21.312   858.8
0.1975       -30004.659   -30023.652       18.993   765.3
0.2000       -30004.735   -30025.262       20.527   827.1
0.2025       -30004.784   -30024.059       19.274   776.6
0.2050       -30004.858   -30024.654       19.796   797.7
0.2075       -30004.908   -30024.250       19.342   779.4
0.2100       -30004.970   -30024.588       19.618   790.5
0.2125       -30005.040   -30025.316       20.276   817.0
0.2150       -30005.104   -30024.752       19.648   791.7
0.2175       -30005.174   -30025.967       20.793   837.8
0.2200       -30005.245   -30026.717       21.472   865.2
0.2225       -30005.311   -30025.820       20.509   826.4
0.2250       -30005.363   -30023.748       18.385   740.8
0.2275       -30005.454   -30026.893       21.439   863.8
0.2300       -30005.532   -30028.135       22.602   910.7
0.2325       -30005.598   -30027.217       21.618   871.1
0.2350       -30005.650   -30025.750       20.100   809.9
0.2375       -30005.732   -30026.994       21.262   856.7
0.2400       -30005.805   -30027.664       21.859   880.8
0.2425       -30005.873   -30025.652       19.779   797.0
0.2450       -30005.931   -30025.879       19.948   803.8
0.2475       -30006.004   -30026.203       20.199   813.9
0.2500       -30006.088   -30028.258       22.170   893.3
0.2525       -30006.127   -30024.443       18.316   738.0
0.2550       -30006.201   -30027.521       21.321   859.1
0.2575       -30006.255   -30025.539       19.284   777.0
0.2600       -30006.350   -30028.170       21.820   879.2
0.2625       -30006.389   -30025.008       18.619   750.2
0.2650       -30006.459   -30026.617       20.159   812.3
0.2675       -30006.523   -30027.016       20.492   825.7
0.2700       -30006.583   -30025.703       19.120   770.4
0.2725       -30006.643   -30025.406       18.764   756.0
0.2750       -30006.689   -30024.949       18.261   735.8
0.2775       -30006.763   -30027.652       20.889   841.7
0.2800       -30006.820   -30026.064       19.245   775.4
0.2825       -30006.883   -30026.473       19.589   789.3
0.2850       -30006.933   -30025.459       18.526   746.5
0.2875       -30007.001   -30027.098       20.097   809.8
0.2900       -30007.060   -30026.797       19.736   795.2
0.2925       -30007.114   -30026.102       18.987   765.1
0.2950       -30007.164   -30025.311       18.147   731.2
0.2975       -30007.237   -30027.805       20.568   828.8
0.3000       -30007.298   -30027.045       19.747   795.7
0.3025       -30007.364   -30027.258       19.893   801.6
0.3050       -30007.403   -30024.922       17.519   705.9
0.3075       -30007.480   -30028.061       20.580   829.3
0.3100       -30007.542   -30026.945       19.404   781.8
0.3125       -30007.615   -30027.889       20.273   816.9
0.3150       -30007.653   -30025.406       17.753   715.3
0.3175       -30007.718   -30027.654       19.937   803.3
0.3200       -30007.783   -30027.688       19.904   802.0
0.3225       -30007.848   -30026.854       19.005   765.8
0.3250       -30007.907   -30027.006       19.099   769.5
0.3275       -30007.959   -30026.746       18.787   757.0
0.3300       -30008.022   -30027.742       19.720   794.6
0.3325       -30008.068   -30025.508       17.440   702.7
0.3350       -30008.140   -30027.732       19.592   789.4
0.3375       -30008.188   -30027.375       19.187   773.1
0.3400       -30008.259   -30028.291       20.032   807.2
0.3425       -30008.302   -30026.707       18.405   741.6
0.3450       -30008.367   -30027.752       19.385   781.1
0.3475       -30008.428   -30028.121       19.693   793.5
0.3500       -30008.489   -30027.385       18.896   761.4
0.3525       -30008.548   -30027.695       19.148   771.5
0.3550       -30008.602   -30026.609       18.007   725.6
0.3575       -30008.669   -30028.451       19.782   797.1
0.3600       -30008.721   -30026.521       17.801   717.2
0.3625       -30008.781   -30027.807       19.026   766.6
0.3650       -30008.836   -30026.811       17.975   724.3
0.3675       -30008.891   -30027.148       18.257   735.6
0.3700       -30008.937   -30025.711       16.774   675.9
0.3725       -30008.995   -30027.123       18.128   730.4
0.3750       -30009.047   -30026.553       17.506   705.4
0.3775       -30009.109   -30027.377       18.268   736.1
0.3800       -30009.149   -30026.320       17.171   691.9
0.3825       -30009.212   -30027.881       18.669   752.2
0.3850       -30009.259   -30027.309       18.049   727.3
0.3875       -30009.321   -30027.219       17.897   721.2
0.3900       -30009.374   -30027.445       18.071   728.2
0.3925       -30009.434   -30027.758       18.324   738.3
0.3950       -30009.501   -30028.926       19.425   782.7
0.3975       -30009.539   -30026.207       16.668   671.6
0.4000       -30009.600   -30027.768       18.168   732.1
0.4025       -30009.645   -30026.775       17.131   690.3
0.4050       -30009.712   -30027.305       17.592   708.9
0.4075       -30009.752   -30026.221       16.469   663.6
0.4100       -30009.803   -30027.010       17.207   693.3
0.4125       -30009.852   -30027.590       17.738   714.7
0.4150       -30009.895   -30026.527       16.632   670.2
0.4175       -30009.949   -30027.189       17.240   694.7
0.4200       -30009.999   -30027.270       17.270   695.9
0.4225       -30010.056   -30028.389       18.332   738.7
0.4250       -30010.099   -30026.969       16.870   679.7
0.4275       -30010.161   -30028.996       18.835   758.9
0.4300       -30010.211   -30028.205       17.994   725.0
0.4325       -30010.265   -30028.076       17.811   717.7
0.4350       -30010.297   -30026.340       16.042   646.4
0.4375       -30010.366   -30028.020       17.653   711.3
0.4400       -30010.422   -30028.623       18.201   733.4
0.4425       -30010.472   -30027.408       16.937   682.4
0.4450       -30010.515   -30028.156       17.641   710.8
0.4475       -30010.560   -30027.457       16.897   680.8
0.4500       -30010.621   -30029.273       18.652   751.6
0.4525       -30010.663   -30026.678       16.015   645.3
0.4550       -30010.727   -30028.646       17.919   722.0
0.4575       -30010.768   -30027.410       16.642   670.6
0.4600       -30010.818   -30028.789       17.971   724.1
0.4625       -30010.854   -30026.426       15.572   627.4
0.4650       -30010.914   -30028.062       17.149   691.0
0.4675       -30010.951   -30027.449       16.498   664.8
0.4700       -30011.003   -30028.447       17.444   702.9
0.4725       -30011.042   -30026.879       15.837   638.1
0.4750       -30011.098   -30028.121       17.023   685.9
0.4775       -30011.142   -30027.719       16.576   667.9
0.4800       -30011.199   -30029.271       18.072   728.2
0.4825       -30011.239   -30027.959       16.720   673.7
0.4850       -30011.280   -30027.494       16.214   653.3
0.4875       -30011.327   -30028.154       16.827   678.0
0.4900       -30011.386   -30029.189       17.803   717.4
0.4925       -30011.445   -30029.059       17.613   709.7
0.4950       -30011.484   -30027.908       16.425   661.8
0.4975       -30011.535   -30029.094       17.559   707.5
0.5000       -30011.584   -30029.623       18.039   726.8
0.5025       -30011.635   -30028.465       16.830   678.1
0.5050       -30011.682   -30028.328       16.646   670.7
0.5075       -30011.729   -30028.414       16.685   672.3
0.5100       -30011.795   -30030.338       18.543   747.2
0.5125       -30011.836   -30028.271       16.436   662.3
0.5150       -30011.884   -30028.199       16.316   657.4
0.5175       -30011.919   -30027.955       16.036   646.2
0.5200       -30011.978   -30029.156       17.179   692.2
0.5225       -30012.024   -30028.852       16.828   678.1
0.5250       -30012.072   -30028.203       16.132   650.0
0.5275       -30012.122   -30029.957       17.835   718.6
0.5300       -30012.161   -30028.174       16.013   645.2
0.5325       -30012.219   -30029.980       17.761   715.7
0.5350       -30012.252   -30027.404       15.152   610.5
0.5375       -30012.314   -30030.115       17.801   717.3
0.5400       -30012.347   -30028.406       16.059   647.1
0.5425       -30012.418   -30030.539       18.121   730.2
0.5450       -30012.464   -30029.902       17.439   702.7
0.5475       -30012.510   -30029.457       16.947   682.8
0.5500       -30012.565   -30030.311       17.746   715.0
0.5525       -30012.620   -30030.414       17.794   717.0
0.5550       -30012.681   -30030.965       18.284   736.7
0.5575       -30012.723   -30028.795       16.072   647.6
0.5600       -30012.771   -30029.973       17.202   693.1
0.5625       -30012.816   -30029.289       16.473   663.8
0.5650       -30012.869   -30029.592       16.723   673.8
0.5675       -30012.907   -30028.777       15.870   639.5
0.5700       -30012.962   -30030.377       17.415   701.7
0.5725       -30013.006   -30030.389       17.382   700.4
0.5750       -30013.055   -30029.979       16.924   681.9
0.5775       -30013.103   -30029.781       16.678   672.0
0.5800       -30013.161   -30030.773       17.613   709.7
0.5825       -30013.208   -30030.744       17.537   706.6
0.5850       -30013.253   -30029.803       16.550   666.8
0.5875       -30013.298   -30030.004       16.706   673.1
0.5900       -30013.346   -30030.301       16.954   683.2
0.5925       -30013.401   -30030.473       17.072   687.9
0.5950       -30013.439   -30029.639       16.200   652.7
0.5975       -30013.491   -30030.033       16.543   666.6
0.6000       -30013.536   -30030.691       17.156   691.3
0.6025       -30013.582   -30030.088       16.506   665.1
0.6050       -30013.625   -30029.871       16.246   654.6
0.6075       -30013.681   -30030.863       17.182   692.3
0.6100       -30013.730   -30031.043       17.313   697.6
0.6125       -30013.780   -30031.115       17.335   698.5
0.6150       -30013.820   -30030.273       16.454   663.0
0.6175       -30013.872   -30030.227       16.355   659.0
0.6200       -30013.915   -30030.357       16.443   662.5
0.6225       -30013.955   -30029.590       15.635   630.0
0.6250       -30014.001   -30030.334       16.333   658.1
0.6275       -30014.036   -30029.316       15.281   615.7
0.6300       -30014.086   -30030.387       16.300   656.8
0.6325       -30014.120   -30029.242       15.122   609.3
0.6350       -30014.171   -30030.916       16.745   674.7
0.6375       -30014.209   -30029.465       15.256   614.7
0.6400       -30014.261   -30030.918       16.657   671.2
0.6425       -30014.289   -30029.045       14.756   594.6
0.6450       -30014.342   -30031.109       16.767   675.6
0.6475       -30014.373   -30029.078       14.706   592.5
0.6500       -30014.428   -30030.395       15.967   643.3
0.6525       -30014.462   -30029.086       14.624   589.3
0.6550       -30014.501   -30030.289       15.788   636.2
0.6575       -30014.540   -30029.697       15.157   610.7
0.6600       -30014.578   -30029.082       14.505   584.4
0.6625       -30014.620   -30030.102       15.481   623.8
0.6650       -30014.663   -30030.611       15.948   642.6
0.6675       -30014.712   -30031.377       16.665   671.5
0.6700       -30014.735   -30029.402       14.667   591.0
0.6725       -30014.787   -30031.006       16.219   653.5
0.6750       -30014.823   -30030.570       15.747   634.5
0.6775       -30014.877   -30030.838       15.961   643.1
0.6800       -30014.909   -30030.014       15.104   608.6
0.6825       -30014.946   -30029.908       14.962   602.9
0.6850       -30014.989   -30031.088       16.099   648.7
0.6875       -30015.021   -30029.555       14.534   585.6
0.6900       -30015.074   -30031.049       15.975   643.7
0.6925       -30015.104   -30029.795       14.691   592.0
0.6950       -30015.162   -30032.447       17.285   696.5
0.6975       -30015.186   -30030.191       15.006   604.6
0.7000       -30015.241   -30031.262       16.021   645.5
0.7025       -30015.278   -30031.291       16.013   645.2
0.7050       -30015.331   -30031.938       16.606   669.1
0.7075       -30015.372   -30031.625       16.253   654.9
0.7100       -30015.408   -30030.320       14.912   600.9
0.7125       -30015.457   -30032.035       16.578   668.0
0.7150       -30015.490   -30030.662       15.172   611.3
0.7175       -30015.542   -30032.016       16.474   663.8
0.7200       -30015.573   -30030.795       15.222   613.4
0.7225       -30015.626   -30032.250       16.624   669.9
0.7250       -30015.661   -30031.211       15.550   626.6
0.7275       -30015.709   -30031.607       15.899   640.6
0.7300       -30015.754   -30032.352       16.597   668.8
0.7325       -30015.803   -30032.250       16.447   662.7
0.7350       -30015.846   -30031.605       15.759   635.0
0.7375       -30015.879   -30031.105       15.226   613.5
0.7400       -30015.934   -30032.406       16.472   663.7
0.7425       -30015.979   -30032.213       16.234   654.1
0.7450       -30016.016   -30031.014       14.997   604.3
0.7475       -30016.063   -30032.375       16.312   657.3
0.7500       -30016.094   -30031.494       15.400   620.5
0.7525       -30016.151   -30032.602       16.450   662.8
0.7550       -30016.177   -30029.938       13.760   554.5
0.7575       -30016.225   -30031.484       15.259   614.9
0.7600       -30016.262   -30031.451       15.190   612.0
0.7625       -30016.311   -30031.445       15.135   609.8
0.7650       -30016.344   -30031.105       14.761   594.8
0.7675       -30016.370   -30030.660       14.290   575.8
0.7700       -30016.418   -30032.631       16.213   653.3
0.7725       -30016.448   -30030.965       14.517   584.9
0.7750       -30016.499   -30032.078       15.579   627.7
0.7775       -30016.542   -30032.385       15.842   638.3
0.7800       -30016.591   -30033.564       16.973   683.9
0.7825       -30016.637   -30033.236       16.599   668.8
0.7850       -30016.667   -30031.273       14.606   588.5
0.7875       -30016.718   -30032.525       15.807   636.9
0.7900       -30016.753   -30032.230       15.477   623.6
0.7925       -30016.802   -30032.551       15.749   634.6
0.7950       -30016.835   -30032.127       15.292   616.2
0.7975       -30016.871   -30031.682       14.811   596.8
0.8000       -30016.917   -30032.881       15.964   643.3
0.8025       -30016.948   -30031.275       14.327   577.3
0.8050       -30017.001   -30032.729       15.728   633.7
0.8075       -30017.028   -30031.162       14.134   569.5
0.8100       -30017.076   -30032.736       15.660   631.0
0.8125       -30017.103   -30031.748       14.645   590.1
0.8150       -30017.148   -30032.443       15.295   616.3
0.8175       -30017.185   -30032.723       15.537   626.1
0.8200       -30017.219   -30031.543       14.324   577.2
0.8225       -30017.264   -30032.752       15.488   624.1
0.8250       -30017.302   -30031.754       14.452   582.3
0.8275       -30017.353   -30032.885       15.532   625.8
0.8300       -30017.373   -30031.203       13.830   557.3
0.8325       -30017.415   -30032.217       14.802   596.4
0.8350       -30017.450   -30031.949       14.500   584.2
0.8375       -30017.491   -30032.020       14.529   585.4
0.8400       -30017.524   -30031.715       14.191   571.8
0.8425       -30017.557   -30032.336       14.778   595.5
0.8450       -30017.599   -30032.172       14.573   587.2
0.8475       -30017.636   -30031.881       14.245   574.0
0.8500       -30017.661   -30030.984       13.323   536.8
0.8525       -30017.704   -30032.682       14.977   603.5
0.8550       -30017.735   -30031.766       14.030   565.3
0.8575       -30017.775   -30032.018       14.243   573.9
0.8600       -30017.794   -30031.125       13.331   537.1
0.8625       -30017.835   -30032.557       14.721   593.2
0.8650       -30017.867   -30032.602       14.735   593.7
0.8675       -30017.908   -30032.543       14.635   589.7
0.8700       -30017.947   -30033.219       15.272   615.4
0.8725       -30017.984   -30032.684       14.700   592.3
0.8750       -30018.026   -30033.668       15.642   630.3
0.8775       -30018.051   -30031.789       13.738   553.5
0.8800       -30018.102   -30033.012       14.910   600.8
0.8825       -30018.125   -30031.818       13.694   551.8
0.8850       -30018.166   -30032.840       14.674   591.3
0.8875       -30018.206   -30032.953       14.747   594.2
0.8900       -30018.235   -30032.570       14.335   577.6
0.8925       -30018.282   -30033.979       15.697   632.5
0.8950       -30018.314   -30032.867       14.554   586.4
0.8975       -30018.363   -30034.094       15.730   633.8
0.9000       -30018.390   -30032.402       14.012   564.6
0.9025       -30018.440   -30033.750       15.310   616.9
0.9050       -30018.471   -30032.584       14.113   568.6
0.9075       -30018.513   -30033.080       14.567   586.9
0.9100       -30018.549   -30033.250       14.701   592.4
0.9125       -30018.582   -30033.018       14.436   581.7
0.9150       -30018.622   -30033.260       14.637   589.8
0.9175       -30018.649   -30032.436       13.786   555.5
0.9200       -30018.690   -30033.260       14.570   587.1
0.9225       -30018.723   -30033.076       14.354   578.4
0.9250       -30018.762   -30033.236       14.474   583.2
0.9275       -30018.796   -30033.814       15.018   605.1
0.9300       -30018.839   -30033.795       14.956   602.6
0.9325       -30018.878   -30034.402       15.524   625.5
0.9350       -30018.912   -30033.373       14.461   582.7
0.9375       -30018.952   -30034.125       15.173   611.4
0.9400       -30018.979   -30033.225       14.246   574.0
0.9425       -30019.022   -30033.461       14.439   581.8
0.9450       -30019.061   -30033.312       14.251   574.2
0.9475       -30019.097   -30034.033       14.936   601.8
0.9500       -30019.131   -30033.461       14.330   577.4
0.9525       -30019.157   -30032.846       13.689   551.6
0.9550       -30019.189   -30032.773       13.584   547.4
0.9575       -30019.234   -30033.652       14.418   581.0
0.9600       -30019.261   -30033.170       13.909   560.4
0.9625       -30019.299   -30033.119       13.820   556.9
0.9650       -30019.328   -30032.838       13.510   544.4
0.9675       -30019.359   -30032.605       13.247   533.7
0.9700       -30019.382   -30032.531       13.150   529.8
0.9725       -30019.411   -30031.887       12.476   502.7
0.9750       -30019.455   -30033.602       14.147   570.0
0.9775       -30019.477   -30032.445       12.969   522.6
0.9800       -30019.515   -30034.094       14.579   587.4
0.9825       -30019.539   -30032.391       12.852   517.8
0.9850       -30019.582   -30034.246       14.665   590.9
0.9875       -30019.602   -30032.516       12.914   520.3
0.9900       -30019.648   -30034.338       14.690   591.9
0.9925       -30019.676   -30033.258       13.582   547.3
0.9950       -30019.713   -30033.848       14.135   569.5
0.9975       -30019.739   -30033.395       13.656   550.2
1.0000       -30019.772   -30033.785       14.013   564.6
1.0025       -30019.811   -30034.160       14.349   578.2
1.0050       -30019.838   -30033.221       13.383   539.2
1.0075       -30019.876   -30033.852       13.976   563.1
1.0100       -30019.905   -30033.451       13.546   545.8
1.0125       -30019.939   -30033.826       13.887   559.5
1.0150       -30019.969   -30033.072       13.103   528.0
1.0175       -30020.000   -30033.352       13.352   538.0
1.0200       -30020.028   -30033.299       13.270   534.7
1.0225       -30020.056   -30033.447       13.391   539.6
1.0250       -30020.084   -30033.090       13.006   524.0
1.0275       -30020.121   -30033.584       13.463   542.5
1.0300       -30020.144   -30032.701       12.557   506.0
1.0325       -30020.177   -30033.393       13.215   532.5
1.0350       -30020.198   -30032.918       12.720   512.6
1.0375       -30020.229   -30033.707       13.478   543.1
1.0400       -30020.256   -30033.396       13.141   529.5
1.0425       -30020.295   -30033.547       13.252   534.0
1.0450       -30020.326   -30034.033       13.708   552.3
1.0475       -30020.349   -30033.174       12.825   516.8
1.0500       -30020.377   -30033.422       13.045   525.6
1.0525       -30020.397   -30032.059       11.661   469.9
1.0550       -30020.432   -30033.617       13.185   531.3
1.0575       -30020.458   -30032.867       12.410   500.0
1.0600       -30020.496   -30034.316       13.820   556.9
1.0625       -30020.513   -30033.383       12.869   518.6
1.0650       -30020.551   -30034.596       14.045   565.9
1.0675       -30020.571   -30033.240       12.670   510.5
1.0700       -30020.609   -30034.018       13.409   540.3
1.0725       -30020.630   -30032.979       12.348   497.6
1.0750       -30020.664   -30033.891       13.226   532.9
1.0775       -30020.689   -30033.521       12.833   517.1
1.0800       -30020.720   -30033.785       13.065   526.4
1.0825       -30020.747   -30034.041       13.294   535.7
1.0850       -30020.772   -30033.533       12.761   514.2
1.0875       -30020.807   -30034.652       13.845   557.9
1.0900       -30020.831   -30033.340       12.509   504.0
1.0925       -30020.867   -30034.424       13.557   546.3
1.0950       -30020.886   -30033.287       12.401   499.7
1.0975       -30020.927   -30035.008       14.081   567.4
1.1000       -30020.945   -30033.289       12.344   497.4
1.1025       -30020.981   -30034.303       13.322   536.8
1.1050       -30021.002   -30033.543       12.541   505.3
1.1075       -30021.039   -30034.576       13.537   545.5
1.1100       -30021.061   -30033.627       12.566   506.3
1.1125       -30021.089   -30033.738       12.649   509.7
1.1150       -30021.115   -30034.260       13.144   529.6
1.1175       -30021.146   -30034.320       13.175   530.9
1.1200       -30021.176   -30034.092       12.916   520.4
1.1225       -30021.201   -30033.688       12.486   503.1
1.1250       -30021.230   -30034.191       12.962   522.3
1.1275       -30021.253   -30033.881       12.628   508.8
1.1300       -30021.273   -30033.559       12.285   495.0
1.1325       -30021.302   -30033.943       12.641   509.4
1.1350       -30021.343   -30035.240       13.897   560.0
1.1375       -30021.367   -30034.883       13.516   544.6
1.1400       -30021.397   -30034.980       13.583   547.3
1.1425       -30021.420   -30033.992       12.572   506.6
1.1450       -30021.451   -30034.373       12.922   520.7
1.1475       -30021.476   -30033.787       12.311   496.1
1.1500       -30021.511   -30034.273       12.763   514.2
1.1525       -30021.531   -30033.678       12.146   489.4
1.1550       -30021.558   -30033.795       12.237   493.1
1.1575       -30021.577   -30033.449       11.872   478.4
1.1600       -30021.603   -30033.500       11.897   479.4
1.1625       -30021.630   -30034.094       12.464   502.2
1.1650       -30021.651   -30033.104       11.453   461.5
1.1675       -30021.676   -30034.055       12.379   498.8
1.1700       -30021.694   -30033.717       12.023   484.4
1.1725       -30021.727   -30034.789       13.062   526.3
1.1750       -30021.748   -30034.297       12.549   505.7
1.1775       -30021.778   -30034.605       12.828   516.9
1.1800       -30021.805   -30034.766       12.960   522.2
1.1825       -30021.836   -30034.760       12.924   520.7
1.1850       -30021.865   -30034.730       12.866   518.4
1.1875       -30021.889   -30034.535       12.647   509.6
1.1900       -30021.915   -30034.525       12.611   508.1
1.1925       -30021.940   -30034.697       12.757   514.0
1.1950       -30021.969   -30034.445       12.476   502.7
1.1975       -30021.996   -30034.445       12.450   501.6
1.2000       -30022.021   -30034.365       12.344   497.4
1.2025       -30022.047   -30034.727       12.679   510.9
1.2050       -30022.074   -30034.402       12.328   496.7
1.2075       -30022.096   -30034.277       12.181   490.8
1.2100       -30022.120   -30034.492       12.372   498.5
1.2125       -30022.149   -30034.928       12.779   514.9
1.2150       -30022.170   -30034.072       11.902   479.6
1.2175       -30022.196   -30034.174       11.978   482.6
1.2200       -30022.220   -30034.633       12.413   500.2
1.2225       -30022.248   -30035.000       12.752   513.8
1.2250       -30022.274   -30034.812       12.539   505.2
1.2275       -30022.292   -30034.125       11.833   476.8
1.2300       -30022.324   -30035.270       12.946   521.6
1.2325       -30022.345   -30034.662       12.317   496.3
1.2350       -30022.376   -30034.555       12.179   490.7
1.2375       -30022.394   -30034.197       11.803   475.6
1.2400       -30022.423   -30034.770       12.347   497.5
1.2425       -30022.445   -30034.744       12.299   495.6
1.2450       -30022.457   -30033.340       10.883   438.5
1.2475       -30022.492   -30035.172       12.680   510.9
1.2500       -30022.510   -30034.787       12.278   494.7
1.2525       -30022.545   -30035.551       13.005   524.0
1.2550       -30022.561   -30034.539       11.978   482.6
1.2575       -30022.587   -30034.830       12.243   493.3
1.2600       -30022.614   -30035.301       12.687   511.2
1.2625       -30022.636   -30034.199       11.563   465.9
1.2650       -30022.668   -30035.117       12.449   501.6
1.2675       -30022.678   -30034.033       11.355   457.5
1.2700       -30022.712   -30035.500       12.788   515.3
1.2725       -30022.730   -30034.656       11.926   480.6
1.2750       -30022.767   -30035.328       12.562   506.2
1.2775       -30022.783   -30034.941       12.159   489.9
1.2800       -30022.805   -30034.951       12.146   489.4
1.2825       -30022.837   -30035.844       13.007   524.1
1.2850       -30022.859   -30034.914       12.055   485.7
1.2875       -30022.889   -30035.693       12.805   515.9
1.2900       -30022.911   -30035.338       12.427   500.7
1.2925       -30022.945   -30036.383       13.438   541.5
1.2950       -30022.970   -30034.965       11.995   483.3
1.2975       -30022.999   -30034.639       11.640   469.0
1.3000       -30023.024   -30035.246       12.222   492.5
1.3025       -30023.053   -30035.330       12.277   494.7
1.3050       -30023.074   -30034.438       11.364   457.9
1.3075       -30023.088   -30033.895       10.807   435.4
1.3100       -30023.117   -30034.957       11.840   477.1
1.3125       -30023.145   -30035.102       11.956   481.8
1.3150       -30023.162   -30034.312       11.150   449.3
1.3175       -30023.188   -30034.715       11.527   464.5
1.3200       -30023.204   -30035.346       12.141   489.2
1.3225       -30023.236   -30035.908       12.672   510.6
1.3250       -30023.257   -30035.045       11.788   475.0
1.3275       -30023.289   -30036.057       12.768   514.5
1.3300       -30023.314   -30036.205       12.891   519.4
1.3325       -30023.342   -30036.357       13.016   524.4
1.3350       -30023.365   -30035.379       12.014   484.1
1.3375       -30023.393   -30035.777       12.384   499.0
1.3400       -30023.421   -30036.215       12.794   515.5
1.3425       -30023.447   -30035.539       12.092   487.2
1.3450       -30023.473   -30035.727       12.254   493.7
1.3475       -30023.496   -30034.984       11.488   462.9
1.3500       -30023.523   -30036.316       12.793   515.5
1.3525       -30023.532   -30035.039       11.507   463.7
1.3550       -30023.569   -30036.297       12.728   512.9
1.3575       -30023.585   -30035.320       11.735   472.8
1.3600       -30023.615   -30036.461       12.846   517.6
1.3625       -30023.641   -30036.016       12.374   498.6
1.3650       -30023.665   -30035.453       11.788   475.0
1.3675       -30023.688   -30035.648       11.961   481.9
1.3700       -30023.703   -30035.123       11.420   460.1
1.3725       -30023.736   -30035.980       12.244   493.4
1.3750       -30023.751   -30035.258       11.507   463.7
1.3775       -30023.778   -30035.486       11.708   471.8
1.3800       -30023.794   -30035.590       11.796   475.3
1.3825       -30023.813   -30035.355       11.542   465.1
1.3850       -30023.837   -30035.785       11.948   481.4
1.3875       -30023.855   -30035.215       11.360   457.7
1.3900       -30023.889   -30036.383       12.494   503.4
1.3925       -30023.910   -30036.119       12.209   492.0
